frame_id,drone_lat,drone_lon,altitude,person_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,est_lat,est_lon,conf
301,50.294315,18.673231,15.0,1,1094,979,1182,1065,50.29426,18.673262,0.8107
302,50.294315,18.673231,15.0,1,1096,979,1186,1064,50.29426,18.673262,0.7816
303,50.294315,18.673231,15.0,1,1098,978,1188,1065,50.29426,18.673262,0.8208
304,50.294315,18.673231,15.0,1,1102,979,1192,1066,50.29426,18.673263,0.8384
305,50.294315,18.673231,15.0,1,1108,979,1196,1066,50.29426,18.673264,0.8458
306,50.294315,18.673231,15.0,1,1110,979,1198,1067,50.29426,18.673264,0.8366
307,50.294315,18.673231,15.0,1,1114,979,1200,1067,50.29426,18.673265,0.8399
308,50.294315,18.673231,15.0,1,1118,979,1206,1067,50.29426,18.673266,0.824
309,50.294315,18.673231,15.0,1,1120,981,1210,1067,50.29426,18.673266,0.8159
310,50.294315,18.673231,15.0,1,1124,981,1212,1068,50.29426,18.673267,0.8123
311,50.294315,18.673231,15.0,1,1126,981,1214,1069,50.29426,18.673267,0.7983
312,50.294315,18.673231,15.0,1,1130,979,1218,1069,50.29426,18.673268,0.7988
313,50.294315,18.673231,15.0,1,1132,979,1220,1069,50.29426,18.673268,0.8247
314,50.294315,18.673231,15.0,1,1138,979,1224,1069,50.29426,18.673269,0.8384
315,50.294315,18.673231,15.0,1,1140,979,1228,1069,50.29426,18.673269,0.8368
316,50.294315,18.673231,15.0,1,1146,981,1230,1069,50.29426,18.67327,0.838
317,50.294315,18.673231,15.0,1,1150,979,1236,1069,50.29426,18.673271,0.8262
318,50.294315,18.673231,15.0,1,1152,979,1242,1069,50.29426,18.673272,0.8248
319,50.294315,18.673231,15.0,1,1156,981,1244,1071,50.29426,18.673272,0.8261
320,50.294315,18.673231,15.0,1,1158,979,1246,1069,50.29426,18.673273,0.8119
321,50.294315,18.673231,15.0,1,1162,978,1250,1071,50.29426,18.673273,0.8203
322,50.294315,18.673231,15.0,1,1166,976,1252,1069,50.29426,18.673274,0.8389
323,50.294315,18.673231,15.0,1,1170,976,1256,1071,50.29426,18.673274,0.8566
324,50.294315,18.673231,15.0,1,1172,976,1260,1069,50.29426,18.673275,0.8451
325,50.294315,18.673231,15.0,1,1180,976,1264,1071,50.29426,18.673276,0.8488
326,50.294315,18.673231,15.0,1,1182,975,1266,1069,50.29426,18.673276,0.8415
327,50.294315,18.673231,15.0,1,1186,974,1272,1069,50.29426,18.673277,0.8238
328,50.294315,18.673231,15.0,1,1188,974,1276,1069,50.29426,18.673278,0.8106
329,50.294315,18.673231,15.0,1,1192,974,1278,1069,50.29426,18.673278,0.8103
330,50.294313,18.673221,15.0,1,1196,974,1280,1069,50.294258,18.673269,0.8373
331,50.294313,18.673221,15.0,1,1200,973,1286,1068,50.294258,18.67327,0.8522
332,50.294313,18.673221,15.0,1,1204,972,1292,1068,50.294258,18.67327,0.8628
333,50.294313,18.673221,15.0,1,1208,970,1294,1067,50.294259,18.673271,0.8718
334,50.294313,18.673221,15.0,1,1214,972,1294,1067,50.294259,18.673271,0.8434
335,50.294313,18.673221,15.0,1,1216,969,1302,1066,50.294259,18.673272,0.8518
336,50.294313,18.673221,15.0,1,1220,970,1306,1067,50.294259,18.673273,0.8341
337,50.294313,18.673221,15.0,1,1224,969,1312,1067,50.294259,18.673274,0.8288
338,50.294313,18.673221,15.0,1,1228,968,1312,1067,50.294259,18.673274,0.8486
339,50.294313,18.673221,15.0,1,1230,966,1318,1066,50.294259,18.673275,0.8521
340,50.294313,18.673221,15.0,1,1236,966,1322,1067,50.294259,18.673276,0.8609
341,50.294313,18.673221,15.0,1,1240,966,1326,1065,50.294259,18.673276,0.8772
342,50.294313,18.673221,15.0,1,1246,965,1328,1065,50.294259,18.673277,0.8643
343,50.294313,18.673221,15.0,1,1248,964,1334,1065,50.294259,18.673278,0.8546
344,50.294313,18.673221,15.0,1,1254,963,1340,1063,50.294259,18.673279,0.8374
345,50.294313,18.673221,15.0,1,1258,963,1342,1064,50.294259,18.673279,0.8359
346,50.294313,18.673221,15.0,1,1262,961,1346,1063,50.294259,18.67328,0.8563
347,50.294313,18.673221,15.0,1,1266,959,1350,1062,50.29426,18.673281,0.8548
348,50.294313,18.673221,15.0,1,1270,958,1354,1060,50.29426,18.673281,0.8569
349,50.294313,18.673221,15.0,1,1276,958,1356,1060,50.29426,18.673282,0.8466
350,50.294313,18.673221,15.0,1,1278,957,1360,1059,50.29426,18.673283,0.8303
351,50.294313,18.673221,15.0,1,1284,956,1366,1058,50.29426,18.673284,0.8275
352,50.294313,18.673221,15.0,1,1288,957,1372,1056,50.29426,18.673285,0.8189
353,50.294313,18.673221,15.0,1,1292,955,1374,1055,50.29426,18.673285,0.818
354,50.294313,18.673221,15.0,1,1296,952,1378,1054,50.29426,18.673286,0.8531
355,50.294313,18.673221,15.0,1,1300,951,1384,1054,50.29426,18.673287,0.8495
356,50.294313,18.673221,15.0,1,1304,950,1386,1051,50.294261,18.673287,0.8685
357,50.294313,18.673221,15.0,1,1310,950,1390,1051,50.294261,18.673288,0.866
358,50.294313,18.673221,15.0,1,1314,948,1394,1050,50.294261,18.673289,0.8746
359,50.294313,18.673221,15.0,1,1320,947,1402,1049,50.294261,18.67329,0.8535
360,50.294289,18.673212,15.0,1,1322,946,1404,1048,50.294237,18.673281,0.8247
361,50.294289,18.673212,15.0,1,1326,943,1408,1047,50.294237,18.673282,0.8611
362,50.294289,18.673212,15.0,1,1332,942,1412,1046,50.294237,18.673283,0.8602
363,50.294289,18.673212,15.0,1,1336,940,1416,1046,50.294237,18.673283,0.8735
364,50.294289,18.673212,15.0,1,1340,938,1422,1044,50.294238,18.673284,0.8752
365,50.294289,18.673212,15.0,1,1346,938,1424,1042,50.294238,18.673285,0.858
366,50.294289,18.673212,15.0,1,1348,938,1430,1041,50.294238,18.673286,0.8515
367,50.294289,18.673212,15.0,1,1352,934,1436,1039,50.294238,18.673286,0.835
368,50.294289,18.673212,15.0,1,1354,931,1438,1037,50.294239,18.673287,0.8099
369,50.294289,18.673212,15.0,1,1360,933,1444,1035,50.294239,18.673288,0.8454
370,50.294289,18.673212,15.0,1,1366,930,1450,1033,50.294239,18.673289,0.8699
371,50.294289,18.673212,15.0,1,1372,929,1452,1032,50.294239,18.67329,0.8845
372,50.294289,18.673212,15.0,1,1376,928,1456,1030,50.294239,18.67329,0.8802
373,50.294289,18.673212,15.0,1,1380,925,1460,1029,50.294239,18.673291,0.8492
374,50.294289,18.673212,15.0,1,1384,924,1464,1028,50.294239,18.673292,0.8474
375,50.294289,18.673212,15.0,1,1384,921,1468,1026,50.29424,18.673292,0.8381
376,50.294289,18.673212,15.0,1,1390,919,1474,1024,50.29424,18.673293,0.8417
377,50.294289,18.673212,15.0,1,1394,919,1478,1023,50.29424,18.673294,0.8614
378,50.294289,18.673212,15.0,1,1402,916,1482,1020,50.29424,18.673295,0.8723
379,50.294289,18.673212,15.0,1,1404,913,1488,1019,50.294241,18.673295,0.8739
380,50.294289,18.673212,15.0,1,1408,912,1490,1018,50.294241,18.673296,0.8734
381,50.294289,18.673212,15.0,1,1412,911,1496,1014,50.294241,18.673297,0.8535
382,50.294289,18.673212,15.0,1,1416,909,1502,1013,50.294241,18.673298,0.814
383,50.294289,18.673212,15.0,1,1420,906,1504,1012,50.294241,18.673298,0.829
384,50.294289,18.673212,15.0,1,1424,904,1510,1010,50.294242,18.673299,0.8645
385,50.294289,18.673212,15.0,1,1430,905,1514,1008,50.294242,18.6733,0.8742
386,50.294289,18.673212,15.0,1,1432,902,1518,1005,50.294242,18.6733,0.8739
387,50.294289,18.673212,15.0,1,1440,897,1522,1004,50.294242,18.673301,0.8621
388,50.294289,18.673212,15.0,1,1440,896,1526,1001,50.294243,18.673302,0.8752
389,50.294289,18.673212,15.0,1,1444,895,1532,999,50.294243,18.673303,0.8306
390,50.294301,18.673204,15.0,1,1446,894,1536,996,50.294255,18.673295,0.8274
391,50.294301,18.673204,15.0,1,1450,893,1542,995,50.294255,18.673296,0.8608
392,50.294301,18.673204,15.0,1,1456,887,1546,993,50.294256,18.673297,0.8749
393,50.294301,18.673204,15.0,1,1464,887,1550,991,50.294256,18.673298,0.8826
394,50.294301,18.673204,15.0,1,1464,884,1552,988,50.294256,18.673298,0.8728
395,50.294301,18.673204,15.0,1,1468,880,1558,986,50.294256,18.673299,0.8691
396,50.294301,18.673204,15.0,1,1472,879,1562,984,50.294256,18.6733,0.8549
397,50.294301,18.673204,15.0,1,1476,877,1568,981,50.294257,18.6733,0.8367
398,50.294301,18.673204,15.0,1,1478,877,1570,978,50.294257,18.673301,0.8284
399,50.294301,18.673204,15.0,1,1482,875,1574,976,50.294257,18.673302,0.8486
400,50.294301,18.673204,15.0,1,1490,873,1578,974,50.294257,18.673303,0.8782
401,50.294301,18.673204,15.0,1,1494,867,1582,972,50.294258,18.673303,0.8776
402,50.294301,18.673204,15.0,1,1496,864,1586,968,50.294258,18.673304,0.8859
403,50.294301,18.673204,15.0,1,1500,861,1588,966,50.294258,18.673304,0.8738
404,50.294301,18.673204,15.0,1,1502,861,1596,963,50.294259,18.673305,0.8644
405,50.294301,18.673204,15.0,1,1506,859,1600,960,50.294259,18.673306,0.8449
406,50.294301,18.673204,15.0,1,1510,856,1602,959,50.294259,18.673306,0.8214
407,50.294301,18.673204,15.0,1,1510,853,1606,956,50.294259,18.673307,0.828
408,50.294301,18.673204,15.0,1,1512,850,1608,954,50.29426,18.673307,0.8422
409,50.294301,18.673204,15.0,1,1518,848,1614,950,50.29426,18.673308,0.8798
410,50.294301,18.673204,15.0,1,1522,846,1614,949,50.29426,18.673308,0.8798
411,50.294301,18.673204,15.0,1,1526,843,1618,946,50.294261,18.673309,0.8762
412,50.294301,18.673204,15.0,1,1526,840,1622,943,50.294261,18.673309,0.8728
413,50.294301,18.673204,15.0,1,1534,839,1626,941,50.294261,18.67331,0.8567
414,50.294301,18.673204,15.0,1,1536,839,1630,939,50.294261,18.673311,0.8318
415,50.294301,18.673204,15.0,1,1536,833,1632,936,50.294262,18.673311,0.8257
416,50.294301,18.673204,15.0,1,1538,830,1634,933,50.294262,18.673311,0.8351
417,50.294301,18.673204,15.0,1,1542,828,1638,931,50.294262,18.673312,0.8526
418,50.294301,18.673204,15.0,1,1544,826,1640,928,50.294263,18.673312,0.8603
419,50.294301,18.673204,15.0,1,1548,826,1644,925,50.294263,18.673313,0.8708
420,50.294313,18.673199,15.0,1,1548,823,1646,923,50.294275,18.673308,0.8894
421,50.294313,18.673199,15.0,1,1554,821,1648,921,50.294275,18.673309,0.8935
422,50.294313,18.673199,15.0,1,1560,816,1652,919,50.294276,18.67331,0.8663
423,50.294313,18.673199,15.0,1,1560,814,1654,916,50.294276,18.67331,0.8763
424,50.294313,18.673199,15.0,1,1564,810,1656,914,50.294276,18.673311,0.8699
425,50.294313,18.673199,15.0,1,1566,808,1660,911,50.294277,18.673311,0.8583
426,50.294313,18.673199,15.0,1,1568,808,1664,907,50.294277,18.673312,0.8374
427,50.294313,18.673199,15.0,1,1570,807,1666,906,50.294277,18.673312,0.8354
428,50.294313,18.673199,15.0,1,1570,804,1668,904,50.294277,18.673312,0.8437
429,50.294313,18.673199,15.0,1,1570,803,1672,901,50.294278,18.673312,0.8515
430,50.294313,18.673199,15.0,1,1572,797,1674,898,50.294278,18.673313,0.8509
431,50.294313,18.673199,15.0,1,1572,794,1674,895,50.294278,18.673313,0.8539
432,50.294313,18.673199,15.0,1,1576,793,1678,893,50.294279,18.673313,0.8669
433,50.294313,18.673199,15.0,1,1580,792,1678,889,50.294279,18.673314,0.8752
434,50.294313,18.673199,15.0,1,1584,790,1680,887,50.294279,18.673314,0.8848
435,50.294313,18.673199,15.0,1,1586,788,1684,886,50.294279,18.673315,0.8745
436,50.294313,18.673199,15.0,1,1590,786,1686,883,50.29428,18.673315,0.8613
437,50.294313,18.673199,15.0,1,1588,781,1688,880,50.29428,18.673315,0.8689
438,50.294313,18.673199,15.0,1,1594,777,1688,879,50.29428,18.673316,0.8694
439,50.294313,18.673199,15.0,1,1594,775,1690,877,50.29428,18.673316,0.856
440,50.294313,18.673199,15.0,1,1594,774,1694,873,50.294281,18.673316,0.8524
441,50.294313,18.673199,15.0,1,1594,772,1696,870,50.294281,18.673317,0.8478
442,50.294313,18.673199,15.0,1,1594,770,1698,869,50.294281,18.673317,0.8446
443,50.294313,18.673199,15.0,1,1596,769,1702,867,50.294281,18.673317,0.8403
444,50.294313,18.673199,15.0,1,1596,767,1702,864,50.294282,18.673317,0.8475
445,50.294313,18.673199,15.0,1,1596,765,1704,861,50.294282,18.673317,0.8514
446,50.294313,18.673199,15.0,1,1596,761,1706,859,50.294282,18.673318,0.8563
447,50.294313,18.673199,15.0,1,1604,759,1706,857,50.294283,18.673318,0.8531
448,50.294313,18.673199,15.0,1,1608,758,1710,855,50.294283,18.673319,0.8587
449,50.294313,18.673199,15.0,1,1608,756,1710,852,50.294283,18.673319,0.8482
450,50.294313,18.673199,15.0,1,1610,756,1712,850,50.294283,18.673319,0.8492
451,50.294313,18.673199,15.0,1,1608,751,1714,848,50.294284,18.673319,0.8622
452,50.294313,18.673199,15.0,1,1610,748,1716,846,50.294284,18.67332,0.855
453,50.294313,18.673199,15.0,1,1612,748,1718,843,50.294284,18.67332,0.8434
454,50.294313,18.673199,15.0,1,1614,745,1720,841,50.294284,18.67332,0.8508
455,50.294313,18.673199,15.0,1,1612,741,1720,839,50.294285,18.67332,0.8596
456,50.294313,18.673199,15.0,1,1614,740,1722,838,50.294285,18.673321,0.8621
457,50.294313,18.673199,15.0,1,1614,738,1724,834,50.294285,18.673321,0.8647
458,50.294313,18.673199,15.0,1,1616,738,1724,833,50.294285,18.673321,0.8717
459,50.294313,18.673199,15.0,1,1620,736,1728,831,50.294285,18.673322,0.8532
460,50.294313,18.673199,15.0,1,1622,733,1730,831,50.294285,18.673322,0.8414
461,50.294313,18.673199,15.0,1,1628,732,1730,828,50.294286,18.673322,0.806
462,50.294313,18.673199,15.0,1,1626,731,1730,825,50.294286,18.673322,0.8301
463,50.294313,18.673199,15.0,1,1622,729,1732,824,50.294286,18.673322,0.8336
464,50.294313,18.673199,15.0,1,1624,727,1734,822,50.294286,18.673322,0.8251
465,50.294313,18.673199,15.0,1,1624,725,1734,821,50.294287,18.673322,0.8298
466,50.294313,18.673199,15.0,1,1624,724,1736,820,50.294287,18.673323,0.8376
467,50.294313,18.673199,15.0,1,1626,723,1738,819,50.294287,18.673323,0.8356
468,50.294313,18.673199,15.0,1,1626,723,1738,817,50.294287,18.673323,0.8338
469,50.294313,18.673199,15.0,1,1626,723,1738,816,50.294287,18.673323,0.8403
470,50.294313,18.673199,15.0,1,1626,722,1740,816,50.294287,18.673323,0.84
471,50.294313,18.673199,15.0,1,1626,722,1740,816,50.294287,18.673323,0.8396
472,50.294313,18.673199,15.0,1,1628,722,1742,816,50.294287,18.673323,0.8419
473,50.294313,18.673199,15.0,1,1628,721,1742,815,50.294287,18.673323,0.85
474,50.294313,18.673199,15.0,1,1628,721,1744,815,50.294287,18.673324,0.8505
475,50.294313,18.673199,15.0,1,1628,721,1744,815,50.294287,18.673324,0.8427
476,50.294313,18.673199,15.0,1,1630,721,1744,815,50.294287,18.673324,0.8456
477,50.294313,18.673199,15.0,1,1630,721,1744,815,50.294287,18.673324,0.8509
478,50.294313,18.673199,15.0,1,1630,722,1744,815,50.294287,18.673324,0.8529
479,50.294313,18.673199,15.0,1,1630,722,1746,816,50.294287,18.673324,0.8639
480,50.294313,18.673199,15.0,1,1630,723,1746,816,50.294287,18.673324,0.8676
481,50.294313,18.673199,15.0,1,1630,723,1748,817,50.294287,18.673324,0.8756
482,50.294313,18.673199,15.0,1,1632,723,1748,817,50.294287,18.673324,0.8799
483,50.294313,18.673199,15.0,1,1632,724,1748,819,50.294287,18.673324,0.8723
484,50.294313,18.673199,15.0,1,1632,724,1750,819,50.294287,18.673324,0.8687
485,50.294313,18.673199,15.0,1,1634,725,1750,820,50.294287,18.673325,0.868
486,50.294313,18.673199,15.0,1,1634,726,1752,820,50.294287,18.673325,0.8573
487,50.294313,18.673199,15.0,1,1632,726,1752,821,50.294286,18.673325,0.8585
488,50.294313,18.673199,15.0,1,1634,727,1752,821,50.294286,18.673325,0.8425
489,50.294313,18.673199,15.0,1,1636,729,1752,822,50.294286,18.673325,0.8341
490,50.294313,18.673199,15.0,1,1638,730,1754,823,50.294286,18.673325,0.8336
491,50.294313,18.673199,15.0,1,1636,730,1754,823,50.294286,18.673325,0.8279
492,50.294313,18.673199,15.0,1,1636,729,1754,823,50.294286,18.673325,0.842
493,50.294313,18.673199,15.0,1,1636,730,1754,823,50.294286,18.673325,0.8414
494,50.294313,18.673199,15.0,1,1636,730,1756,824,50.294286,18.673325,0.8434
495,50.294313,18.673199,15.0,1,1636,731,1756,824,50.294286,18.673325,0.843
496,50.294313,18.673199,15.0,1,1640,731,1758,825,50.294286,18.673326,0.8386
497,50.294313,18.673199,15.0,1,1640,732,1758,826,50.294286,18.673326,0.8308
498,50.294313,18.673199,15.0,1,1640,732,1760,826,50.294286,18.673326,0.8249
499,50.294313,18.673199,15.0,1,1640,732,1762,828,50.294286,18.673326,0.8281
500,50.294313,18.673199,15.0,1,1640,733,1762,829,50.294286,18.673326,0.8359
501,50.294313,18.673199,15.0,1,1642,734,1764,829,50.294286,18.673327,0.8351
502,50.294313,18.673199,15.0,1,1642,734,1764,830,50.294285,18.673327,0.8409
503,50.294313,18.673199,15.0,1,1642,734,1764,830,50.294285,18.673327,0.8373
504,50.294313,18.673199,15.0,1,1640,735,1764,829,50.294285,18.673326,0.8422
505,50.294313,18.673199,15.0,1,1640,735,1766,830,50.294285,18.673327,0.8456
506,50.294313,18.673199,15.0,1,1640,735,1768,830,50.294285,18.673327,0.854
507,50.294313,18.673199,15.0,1,1642,735,1768,830,50.294285,18.673327,0.851
508,50.294313,18.673199,15.0,1,1642,735,1768,830,50.294285,18.673327,0.8523
509,50.294313,18.673199,15.0,1,1644,735,1770,830,50.294285,18.673327,0.85
510,50.294313,18.673199,15.0,1,1646,734,1772,831,50.294285,18.673328,0.8592
511,50.294313,18.673199,15.0,1,1646,734,1772,831,50.294285,18.673328,0.8643
512,50.294313,18.673199,15.0,1,1648,735,1772,831,50.294285,18.673328,0.8625
513,50.294313,18.673199,15.0,1,1648,735,1774,832,50.294285,18.673328,0.8607
514,50.294313,18.673199,15.0,1,1650,736,1774,831,50.294285,18.673328,0.8585
515,50.294313,18.673199,15.0,1,1648,735,1776,831,50.294285,18.673328,0.8647
516,50.294313,18.673199,15.0,1,1650,735,1776,831,50.294285,18.673328,0.8615
517,50.294313,18.673199,15.0,1,1652,735,1776,830,50.294285,18.673328,0.8627
518,50.294313,18.673199,15.0,1,1654,735,1778,829,50.294285,18.673329,0.8543
519,50.294313,18.673199,15.0,1,1654,734,1778,829,50.294286,18.673329,0.8632
520,50.294313,18.673199,15.0,1,1654,734,1780,828,50.294286,18.673329,0.8502
521,50.294313,18.673199,15.0,1,1654,733,1782,828,50.294286,18.673329,0.8458
522,50.294313,18.673199,15.0,1,1656,733,1784,826,50.294286,18.673329,0.8362
523,50.294313,18.673199,15.0,1,1658,733,1784,826,50.294286,18.67333,0.8463
524,50.294313,18.673199,15.0,1,1660,732,1786,825,50.294286,18.67333,0.842
525,50.294313,18.673199,15.0,1,1660,731,1786,824,50.294286,18.67333,0.8391
526,50.294313,18.673199,15.0,1,1662,731,1788,823,50.294286,18.67333,0.8355
527,50.294313,18.673199,15.0,1,1664,731,1790,823,50.294286,18.673331,0.8341
528,50.294313,18.673199,15.0,1,1664,730,1790,823,50.294286,18.673331,0.8358
529,50.294313,18.673199,15.0,1,1664,730,1792,823,50.294286,18.673331,0.8391
529,50.294313,18.673199,15.0,2,1804,75,1832,100,50.294365,18.673346,0.6144
530,50.294313,18.673199,15.0,1,1666,729,1794,822,50.294286,18.673331,0.8334
530,50.294313,18.673199,15.0,2,1802,74,1830,100,50.294365,18.673346,0.6496
531,50.294313,18.673199,15.0,1,1666,729,1796,822,50.294286,18.673331,0.8391
531,50.294313,18.673199,15.0,2,1800,72,1828,99,50.294365,18.673346,0.6254
532,50.294313,18.673199,15.0,1,1668,727,1796,821,50.294286,18.673332,0.8318
533,50.294313,18.673199,15.0,1,1668,727,1798,820,50.294286,18.673332,0.8313
534,50.294313,18.673199,15.0,1,1670,725,1798,819,50.294287,18.673332,0.8364
535,50.294313,18.673199,15.0,1,1670,723,1800,817,50.294287,18.673332,0.8403
536,50.294313,18.673199,15.0,1,1670,723,1802,816,50.294287,18.673332,0.8485
537,50.294313,18.673199,15.0,1,1670,723,1804,816,50.294287,18.673332,0.8535
538,50.294313,18.673199,15.0,1,1672,722,1804,815,50.294287,18.673333,0.8473
539,50.294313,18.673199,15.0,1,1674,722,1804,815,50.294287,18.673333,0.8434
540,50.294313,18.673199,15.0,1,1676,722,1804,815,50.294287,18.673333,0.8415
541,50.294313,18.673199,15.0,1,1678,722,1804,815,50.294287,18.673333,0.8368
542,50.294313,18.673199,15.0,1,1678,721,1806,814,50.294287,18.673333,0.8435
543,50.294313,18.673199,15.0,1,1676,718,1808,814,50.294287,18.673333,0.863
544,50.294313,18.673199,15.0,1,1676,717,1808,813,50.294287,18.673333,0.8571
545,50.294313,18.673199,15.0,1,1678,717,1810,812,50.294287,18.673334,0.8634
546,50.294313,18.673199,15.0,1,1680,716,1812,811,50.294288,18.673334,0.8477
547,50.294313,18.673199,15.0,1,1682,717,1812,810,50.294288,18.673334,0.8281
548,50.294313,18.673199,15.0,1,1684,717,1814,810,50.294288,18.673334,0.8218
549,50.294313,18.673199,15.0,1,1682,716,1814,808,50.294288,18.673334,0.827
550,50.294313,18.673199,15.0,1,1682,715,1816,807,50.294288,18.673334,0.8222
551,50.294313,18.673199,15.0,1,1682,716,1816,807,50.294288,18.673334,0.8269
552,50.294313,18.673199,15.0,1,1684,715,1818,807,50.294288,18.673335,0.8278
553,50.294313,18.673199,15.0,1,1684,714,1820,808,50.294288,18.673335,0.8254
554,50.294313,18.673199,15.0,1,1686,714,1822,806,50.294288,18.673335,0.8318
555,50.294313,18.673199,15.0,1,1688,714,1822,805,50.294288,18.673335,0.8324
556,50.294313,18.673199,15.0,1,1690,713,1822,805,50.294288,18.673336,0.8257
557,50.294313,18.673199,15.0,1,1688,712,1822,806,50.294288,18.673335,0.8258
558,50.294313,18.673199,15.0,1,1688,712,1822,806,50.294288,18.673335,0.8288
559,50.294313,18.673199,15.0,1,1690,712,1824,806,50.294288,18.673336,0.8219
560,50.294313,18.673199,15.0,1,1692,712,1824,805,50.294288,18.673336,0.8208
561,50.294313,18.673199,15.0,1,1692,712,1824,804,50.294288,18.673336,0.829
562,50.294313,18.673199,15.0,1,1692,712,1826,804,50.294288,18.673336,0.8364
563,50.294313,18.673199,15.0,1,1692,711,1826,804,50.294288,18.673336,0.8436
564,50.294313,18.673199,15.0,1,1694,711,1826,804,50.294288,18.673336,0.8515
565,50.294313,18.673199,15.0,1,1694,712,1828,804,50.294288,18.673336,0.8542
566,50.294313,18.673199,15.0,1,1694,712,1828,803,50.294288,18.673336,0.8515
567,50.294313,18.673199,15.0,1,1694,712,1828,803,50.294288,18.673336,0.8532
568,50.294313,18.673199,15.0,1,1696,712,1828,803,50.294288,18.673337,0.8582
569,50.294313,18.673199,15.0,1,1696,712,1830,803,50.294288,18.673337,0.8476
570,50.294313,18.673199,15.0,1,1696,712,1830,803,50.294288,18.673337,0.8342
571,50.294313,18.673199,15.0,1,1696,712,1830,803,50.294288,18.673337,0.8387
572,50.294313,18.673199,15.0,1,1698,713,1832,803,50.294288,18.673337,0.8405
573,50.294313,18.673199,15.0,1,1698,713,1832,804,50.294288,18.673337,0.8394
574,50.294313,18.673199,15.0,1,1698,713,1832,804,50.294288,18.673337,0.8446
575,50.294313,18.673199,15.0,1,1698,713,1834,804,50.294288,18.673337,0.8414
576,50.294313,18.673199,15.0,1,1698,714,1832,805,50.294288,18.673337,0.8376
577,50.294313,18.673199,15.0,1,1698,714,1834,805,50.294288,18.673337,0.8382
578,50.294313,18.673199,15.0,1,1698,715,1834,805,50.294288,18.673337,0.8395
579,50.294313,18.673199,15.0,1,1698,716,1836,806,50.294288,18.673338,0.8413
580,50.294313,18.673199,15.0,1,1698,716,1836,806,50.294288,18.673338,0.8416
581,50.294313,18.673199,15.0,1,1700,717,1836,807,50.294288,18.673338,0.8326
582,50.294313,18.673199,15.0,1,1700,716,1836,807,50.294288,18.673338,0.8305
583,50.294313,18.673199,15.0,1,1700,717,1836,808,50.294288,18.673338,0.8379
584,50.294313,18.673199,15.0,1,1700,720,1836,810,50.294287,18.673338,0.8453
585,50.294313,18.673199,15.0,1,1700,720,1836,810,50.294287,18.673338,0.8473
586,50.294313,18.673199,15.0,1,1700,721,1836,811,50.294287,18.673338,0.8517
587,50.294313,18.673199,15.0,1,1700,722,1838,811,50.294287,18.673338,0.8504
588,50.294313,18.673199,15.0,1,1700,721,1838,812,50.294287,18.673338,0.8559
589,50.294313,18.673199,15.0,1,1700,720,1838,813,50.294287,18.673338,0.8547
590,50.294313,18.673199,15.0,1,1702,720,1838,814,50.294287,18.673338,0.8589
591,50.294313,18.673199,15.0,1,1702,721,1838,815,50.294287,18.673338,0.8548
592,50.294313,18.673199,15.0,1,1702,722,1838,815,50.294287,18.673338,0.8605
593,50.294313,18.673199,15.0,1,1702,722,1838,816,50.294287,18.673338,0.8606
594,50.294313,18.673199,15.0,1,1702,722,1838,816,50.294287,18.673338,0.8604
595,50.294313,18.673199,15.0,1,1702,723,1840,817,50.294287,18.673338,0.8596
596,50.294313,18.673199,15.0,1,1704,724,1840,817,50.294287,18.673338,0.8584
597,50.294313,18.673199,15.0,1,1704,726,1840,819,50.294287,18.673338,0.8595
597,50.294313,18.673199,15.0,2,1432,0,1526,58,50.294371,18.673288,0.635
598,50.294313,18.673199,15.0,1,1704,729,1840,820,50.294286,18.673338,0.8489
598,50.294313,18.673199,15.0,2,1432,0,1526,60,50.294371,18.673288,0.6291
